Newton_method Runge_Kutta Analytical_solution
0.200211 0.200213 0.200213
0.200315 0.200317 0.200317
0.200419 0.200421 0.200421
0.200523 0.200525 0.200525
0.200627 0.200629 0.200629
0.200731 0.200733 0.200733
0.200835 0.200837 0.200837
0.200939 0.200941 0.200941
0.201043 0.201045 0.201045
0.201147 0.201149 0.201149
0.201251 0.201253 0.201253
0.201355 0.201357 0.201357
0.201459 0.201461 0.201461
0.201563 0.201565 0.201565
0.201667 0.201669 0.201669
0.201771 0.201773 0.201773
0.201875 0.201877 0.201877
0.201979 0.201981 0.201981
0.202083 0.202085 0.202085
0.202187 0.20219 0.20219
0.202292 0.202294 0.202294
0.202396 0.202398 0.202398
0.2025 0.202502 0.202502
0.202604 0.202606 0.202606
0.202708 0.20271 0.20271
0.202812 0.202814 0.202814
0.202916 0.202918 0.202918
0.20302 0.203022 0.203022
0.203124 0.203127 0.203127
0.203229 0.203231 0.203231
0.203333 0.203335 0.203335
0.203437 0.203439 0.203439
0.203541 0.203543 0.203543
0.203645 0.203647 0.203647
0.203749 0.203751 0.203751
0.203853 0.203855 0.203855
0.203958 0.20396 0.20396
0.204062 0.204064 0.204064
0.204166 0.204168 0.204168
0.20427 0.204272 0.204272
0.204374 0.204376 0.204376
0.204478 0.204481 0.204481
0.204583 0.204585 0.204585
0.204687 0.204689 0.204689
0.204791 0.204793 0.204793
0.204895 0.204897 0.204897
0.204999 0.205001 0.205001
0.205104 0.205106 0.205106
0.205208 0.20521 0.20521
0.205312 0.205314 0.205314
0.205416 0.205418 0.205418
0.20552 0.205523 0.205523
0.205625 0.205627 0.205627
0.205729 0.205731 0.205731
0.205833 0.205835 0.205835
0.205937 0.205939 0.205939
0.206042 0.206044 0.206044
0.206146 0.206148 0.206148
0.20625 0.206252 0.206252
0.206354 0.206356 0.206356
0.206459 0.206461 0.206461
0.206563 0.206565 0.206565
0.206667 0.206669 0.206669
0.206771 0.206774 0.206774
0.206876 0.206878 0.206878
0.20698 0.206982 0.206982
0.207084 0.207086 0.207086
0.207188 0.207191 0.207191
0.207293 0.207295 0.207295
0.207397 0.207399 0.207399
0.207501 0.207504 0.207504
0.207606 0.207608 0.207608
0.20771 0.207712 0.207712
0.207814 0.207816 0.207816
0.207919 0.207921 0.207921
0.208023 0.208025 0.208025
0.208127 0.208129 0.208129
0.208232 0.208234 0.208234
0.208336 0.208338 0.208338
0.20844 0.208442 0.208442
0.208545 0.208547 0.208547
0.208649 0.208651 0.208651
0.208753 0.208756 0.208756
0.208858 0.20886 0.20886
0.208962 0.208964 0.208964
0.209066 0.209069 0.209069
0.209171 0.209173 0.209173
0.209275 0.209277 0.209277
0.20938 0.209382 0.209382
0.209484 0.209486 0.209486
0.209588 0.209591 0.209591
0.209693 0.209695 0.209695
0.209797 0.209799 0.209799
0.209901 0.209904 0.209904
0.210006 0.210008 0.210008
0.21011 0.210113 0.210113
0.210215 0.210217 0.210217
0.210319 0.210321 0.210321
0.210424 0.210426 0.210426
0.210528 0.21053 0.21053
0.210632 0.210635 0.210635
0.210737 0.210739 0.210739
0.210841 0.210844 0.210844
0.210946 0.210948 0.210948
0.21105 0.211052 0.211052
0.211155 0.211157 0.211157
0.211259 0.211261 0.211261
0.211364 0.211366 0.211366
0.211468 0.21147 0.21147
0.211573 0.211575 0.211575
0.211677 0.211679 0.211679
0.211781 0.211784 0.211784
0.211886 0.211888 0.211888
0.21199 0.211993 0.211993
0.212095 0.212097 0.212097
0.212199 0.212202 0.212202
0.212304 0.212306 0.212306
0.212408 0.212411 0.212411
0.212513 0.212515 0.212515
0.212617 0.21262 0.21262
0.212722 0.212724 0.212724
0.212827 0.212829 0.212829
0.212931 0.212933 0.212933
0.213036 0.213038 0.213038
0.21314 0.213142 0.213142
0.213245 0.213247 0.213247
0.213349 0.213352 0.213352
0.213454 0.213456 0.213456
0.213558 0.213561 0.213561
0.213663 0.213665 0.213665
0.213767 0.21377 0.21377
0.213872 0.213874 0.213874
0.213977 0.213979 0.213979
0.214081 0.214084 0.214084
0.214186 0.214188 0.214188
0.21429 0.214293 0.214293
0.214395 0.214397 0.214397
0.2145 0.214502 0.214502
0.214604 0.214606 0.214606
0.214709 0.214711 0.214711
0.214813 0.214816 0.214816
0.214918 0.21492 0.21492
0.215023 0.215025 0.215025
0.215127 0.21513 0.21513
0.215232 0.215234 0.215234
0.215336 0.215339 0.215339
0.215441 0.215443 0.215443
0.215546 0.215548 0.215548
0.21565 0.215653 0.215653
0.215755 0.215757 0.215757
0.21586 0.215862 0.215862
0.215964 0.215967 0.215967
0.216069 0.216071 0.216071
0.216174 0.216176 0.216176
0.216278 0.216281 0.216281
0.216383 0.216385 0.216385
0.216488 0.21649 0.21649
0.216592 0.216595 0.216595
0.216697 0.216699 0.216699
0.216802 0.216804 0.216804
0.216906 0.216909 0.216909
0.217011 0.217014 0.217014
0.217116 0.217118 0.217118
0.217221 0.217223 0.217223
0.217325 0.217328 0.217328
0.21743 0.217432 0.217432
0.217535 0.217537 0.217537
0.21764 0.217642 0.217642
0.217744 0.217747 0.217747
0.217849 0.217851 0.217851
0.217954 0.217956 0.217956
0.218058 0.218061 0.218061
0.218163 0.218166 0.218166
0.218268 0.21827 0.21827
0.218373 0.218375 0.218375
0.218478 0.21848 0.21848
0.218582 0.218585 0.218585
0.218687 0.21869 0.21869
0.218792 0.218794 0.218794
0.218897 0.218899 0.218899
0.219001 0.219004 0.219004
0.219106 0.219109 0.219109
0.219211 0.219214 0.219214
0.219316 0.219318 0.219318
0.219421 0.219423 0.219423
0.219525 0.219528 0.219528
0.21963 0.219633 0.219633
0.219735 0.219738 0.219738
0.21984 0.219842 0.219842
0.219945 0.219947 0.219947
0.22005 0.220052 0.220052
0.220154 0.220157 0.220157
0.220259 0.220262 0.220262
0.220364 0.220367 0.220367
0.220469 0.220472 0.220472
0.220574 0.220576 0.220576
0.220679 0.220681 0.220681
0.220784 0.220786 0.220786
0.220888 0.220891 0.220891
0.220993 0.220996 0.220996
0.221098 0.221101 0.221101
0.221203 0.221206 0.221206
0.221308 0.221311 0.221311
0.221413 0.221415 0.221415
0.221518 0.22152 0.22152
0.221623 0.221625 0.221625
0.221728 0.22173 0.22173
0.221833 0.221835 0.221835
0.221937 0.22194 0.22194
0.222042 0.222045 0.222045
0.222147 0.22215 0.22215
0.222252 0.222255 0.222255
0.222357 0.22236 0.22236
0.222462 0.222465 0.222465
0.222567 0.22257 0.22257
0.222672 0.222675 0.222675
0.222777 0.22278 0.22278
0.222882 0.222885 0.222885
0.222987 0.22299 0.22299
0.223092 0.223094 0.223094
0.223197 0.223199 0.223199
0.223302 0.223304 0.223304
0.223407 0.223409 0.223409
0.223512 0.223514 0.223514
0.223617 0.223619 0.223619
0.223722 0.223724 0.223724
0.223827 0.223829 0.223829
0.223932 0.223934 0.223934
0.224037 0.224039 0.224039
0.224142 0.224144 0.224144
0.224247 0.22425 0.22425
0.224352 0.224355 0.224355
0.224457 0.22446 0.22446
0.224562 0.224565 0.224565
0.224667 0.22467 0.22467
0.224772 0.224775 0.224775
0.224877 0.22488 0.22488
0.224982 0.224985 0.224985
0.225087 0.22509 0.22509
0.225192 0.225195 0.225195
0.225297 0.2253 0.2253
0.225403 0.225405 0.225405
0.225508 0.22551 0.22551
0.225613 0.225615 0.225615
0.225718 0.22572 0.22572
0.225823 0.225825 0.225825
0.225928 0.225931 0.225931
0.226033 0.226036 0.226036
0.226138 0.226141 0.226141
0.226243 0.226246 0.226246
0.226348 0.226351 0.226351
0.226454 0.226456 0.226456
0.226559 0.226561 0.226561
0.226664 0.226666 0.226666
0.226769 0.226772 0.226772
0.226874 0.226877 0.226877
0.226979 0.226982 0.226982
0.227084 0.227087 0.227087
0.22719 0.227192 0.227192
0.227295 0.227297 0.227297
0.2274 0.227403 0.227403
0.227505 0.227508 0.227508
0.22761 0.227613 0.227613
0.227715 0.227718 0.227718
0.227821 0.227823 0.227823
0.227926 0.227928 0.227928
0.228031 0.228034 0.228034
0.228136 0.228139 0.228139
0.228241 0.228244 0.228244
0.228347 0.228349 0.228349
0.228452 0.228454 0.228454
0.228557 0.22856 0.22856
0.228662 0.228665 0.228665
0.228767 0.22877 0.22877
0.228873 0.228875 0.228875
0.228978 0.228981 0.228981
0.229083 0.229086 0.229086
0.229188 0.229191 0.229191
0.229294 0.229296 0.229296
0.229399 0.229402 0.229402
0.229504 0.229507 0.229507
0.229609 0.229612 0.229612
0.229715 0.229717 0.229717
0.22982 0.229823 0.229823
0.229925 0.229928 0.229928
0.230031 0.230033 0.230033
0.230136 0.230139 0.230139
0.230241 0.230244 0.230244
0.230346 0.230349 0.230349
0.230452 0.230454 0.230454
0.230557 0.23056 0.23056
0.230662 0.230665 0.230665
0.230768 0.23077 0.23077
0.230873 0.230876 0.230876
0.230978 0.230981 0.230981
0.231084 0.231086 0.231086
0.231189 0.231192 0.231192
0.231294 0.231297 0.231297
0.2314 0.231402 0.231402
0.231505 0.231508 0.231508
0.23161 0.231613 0.231613
0.231716 0.231719 0.231719
0.231821 0.231824 0.231824
0.231927 0.231929 0.231929
0.232032 0.232035 0.232035
0.232137 0.23214 0.23214
0.232243 0.232245 0.232245
0.232348 0.232351 0.232351
0.232454 0.232456 0.232456
0.232559 0.232562 0.232562
0.232664 0.232667 0.232667
0.23277 0.232773 0.232773
0.232875 0.232878 0.232878
0.232981 0.232983 0.232983
0.233086 0.233089 0.233089
0.233191 0.233194 0.233194
0.233297 0.2333 0.2333
0.233402 0.233405 0.233405
0.233508 0.233511 0.233511
0.233613 0.233616 0.233616
0.233719 0.233721 0.233721
0.233824 0.233827 0.233827
0.23393 0.233932 0.233932
0.234035 0.234038 0.234038
0.234141 0.234143 0.234143
0.234246 0.234249 0.234249
0.234352 0.234354 0.234354
0.234457 0.23446 0.23446
0.234563 0.234565 0.234565
0.234668 0.234671 0.234671
0.234774 0.234776 0.234776
0.234879 0.234882 0.234882
0.234985 0.234987 0.234987
0.23509 0.235093 0.235093
0.235196 0.235198 0.235198
0.235301 0.235304 0.235304
0.235407 0.23541 0.23541
0.235512 0.235515 0.235515
0.235618 0.235621 0.235621
0.235723 0.235726 0.235726
0.235829 0.235832 0.235832
0.235934 0.235937 0.235937
0.23604 0.236043 0.236043
0.236146 0.236148 0.236148
0.236251 0.236254 0.236254
0.236357 0.23636 0.23636
0.236462 0.236465 0.236465
0.236568 0.236571 0.236571
0.236673 0.236676 0.236676
0.236779 0.236782 0.236782
0.236885 0.236888 0.236888
0.23699 0.236993 0.236993
0.237096 0.237099 0.237099
0.237202 0.237204 0.237204
0.237307 0.23731 0.23731
0.237413 0.237416 0.237416
0.237518 0.237521 0.237521
0.237624 0.237627 0.237627
0.23773 0.237733 0.237733
0.237835 0.237838 0.237838
0.237941 0.237944 0.237944
0.238047 0.23805 0.23805
0.238152 0.238155 0.238155
0.238258 0.238261 0.238261
0.238364 0.238367 0.238367
0.238469 0.238472 0.238472
0.238575 0.238578 0.238578
0.238681 0.238684 0.238684
0.238786 0.238789 0.238789
0.238892 0.238895 0.238895
0.238998 0.239001 0.239001
0.239104 0.239107 0.239107
0.239209 0.239212 0.239212
0.239315 0.239318 0.239318
0.239421 0.239424 0.239424
0.239526 0.239529 0.239529
0.239632 0.239635 0.239635
0.239738 0.239741 0.239741
0.239844 0.239847 0.239847
0.239949 0.239952 0.239952
0.240055 0.240058 0.240058
0.240161 0.240164 0.240164
0.240267 0.24027 0.24027
0.240373 0.240376 0.240376
0.240478 0.240481 0.240481
0.240584 0.240587 0.240587
0.24069 0.240693 0.240693
0.240796 0.240799 0.240799
0.240901 0.240904 0.240904
0.241007 0.24101 0.24101
0.241113 0.241116 0.241116
0.241219 0.241222 0.241222
0.241325 0.241328 0.241328
0.241431 0.241434 0.241434
0.241536 0.241539 0.241539
0.241642 0.241645 0.241645
0.241748 0.241751 0.241751
0.241854 0.241857 0.241857
0.24196 0.241963 0.241963
0.242066 0.242069 0.242069
0.242171 0.242174 0.242174
0.242277 0.24228 0.24228
0.242383 0.242386 0.242386
0.242489 0.242492 0.242492
0.242595 0.242598 0.242598
0.242701 0.242704 0.242704
0.242807 0.24281 0.24281
0.242913 0.242916 0.242916
0.243019 0.243022 0.243022
0.243124 0.243127 0.243127
0.24323 0.243233 0.243233
0.243336 0.243339 0.243339
0.243442 0.243445 0.243445
0.243548 0.243551 0.243551
0.243654 0.243657 0.243657
0.24376 0.243763 0.243763
0.243866 0.243869 0.243869
0.243972 0.243975 0.243975
0.244078 0.244081 0.244081
0.244184 0.244187 0.244187
0.24429 0.244293 0.244293
0.244396 0.244399 0.244399
0.244502 0.244505 0.244505
0.244608 0.244611 0.244611
0.244714 0.244717 0.244717
0.24482 0.244823 0.244823
0.244926 0.244929 0.244929
0.245032 0.245035 0.245035
0.245138 0.245141 0.245141
0.245244 0.245247 0.245247
0.24535 0.245353 0.245353
0.245456 0.245459 0.245459
0.245562 0.245565 0.245565
0.245668 0.245671 0.245671
0.245774 0.245777 0.245777
0.24588 0.245883 0.245883
0.245986 0.245989 0.245989
0.246092 0.246095 0.246095
0.246198 0.246201 0.246201
0.246304 0.246307 0.246307
0.24641 0.246413 0.246413
0.246516 0.246519 0.246519
0.246622 0.246625 0.246625
0.246728 0.246731 0.246731
0.246834 0.246838 0.246838
0.24694 0.246944 0.246944
0.247047 0.24705 0.24705
0.247153 0.247156 0.247156
0.247259 0.247262 0.247262
0.247365 0.247368 0.247368
0.247471 0.247474 0.247474
0.247577 0.24758 0.24758
0.247683 0.247686 0.247686
0.247789 0.247793 0.247793
0.247896 0.247899 0.247899
0.248002 0.248005 0.248005
0.248108 0.248111 0.248111
0.248214 0.248217 0.248217
0.24832 0.248323 0.248323
0.248426 0.248429 0.248429
0.248532 0.248536 0.248536
0.248639 0.248642 0.248642
0.248745 0.248748 0.248748
0.248851 0.248854 0.248854
0.248957 0.24896 0.24896
0.249063 0.249067 0.249067
0.24917 0.249173 0.249173
0.249276 0.249279 0.249279
0.249382 0.249385 0.249385
0.249488 0.249491 0.249491
0.249594 0.249598 0.249598
0.249701 0.249704 0.249704
0.249807 0.24981 0.24981
0.249913 0.249916 0.249916
0.250019 0.250023 0.250023
0.250126 0.250129 0.250129
0.250232 0.250235 0.250235
0.250338 0.250341 0.250341
0.250444 0.250448 0.250448
0.250551 0.250554 0.250554
0.250657 0.25066 0.25066
0.250763 0.250767 0.250767
0.25087 0.250873 0.250873
0.250976 0.250979 0.250979
0.251082 0.251085 0.251085
0.251189 0.251192 0.251192
0.251295 0.251298 0.251298
0.251401 0.251404 0.251404
0.251507 0.251511 0.251511
0.251614 0.251617 0.251617
0.25172 0.251723 0.251723
0.251826 0.25183 0.25183
0.251933 0.251936 0.251936
0.252039 0.252042 0.252042
0.252145 0.252149 0.252149
0.252252 0.252255 0.252255
0.252358 0.252361 0.252361
0.252465 0.252468 0.252468
0.252571 0.252574 0.252574
0.252677 0.252681 0.252681
0.252784 0.252787 0.252787
0.25289 0.252893 0.252893
0.252996 0.253 0.253
0.253103 0.253106 0.253106
0.253209 0.253213 0.253213
0.253316 0.253319 0.253319
0.253422 0.253425 0.253425
0.253529 0.253532 0.253532
0.253635 0.253638 0.253638
0.253741 0.253745 0.253745
0.253848 0.253851 0.253851
0.253954 0.253958 0.253958
0.254061 0.254064 0.254064
0.254167 0.254171 0.254171
0.254274 0.254277 0.254277
0.25438 0.254383 0.254383
0.254487 0.25449 0.25449
0.254593 0.254596 0.254596
0.2547 0.254703 0.254703
0.254806 0.254809 0.254809
0.254913 0.254916 0.254916
0.255019 0.255022 0.255022
0.255126 0.255129 0.255129
0.255232 0.255235 0.255235
0.255339 0.255342 0.255342
0.255445 0.255448 0.255448
0.255552 0.255555 0.255555
0.255658 0.255662 0.255662
0.255765 0.255768 0.255768
0.255871 0.255875 0.255875
0.255978 0.255981 0.255981
0.256084 0.256088 0.256088
0.256191 0.256194 0.256194
0.256297 0.256301 0.256301
0.256404 0.256407 0.256407
0.256511 0.256514 0.256514
0.256617 0.256621 0.256621
0.256724 0.256727 0.256727
0.25683 0.256834 0.256834
0.256937 0.25694 0.25694
0.257044 0.257047 0.257047
0.25715 0.257154 0.257154
0.257257 0.25726 0.25726
0.257363 0.257367 0.257367
0.25747 0.257473 0.257473
0.257577 0.25758 0.25758
0.257683 0.257687 0.257687
0.25779 0.257793 0.257793
0.257897 0.2579 0.2579
0.258003 0.258007 0.258007
0.25811 0.258113 0.258113
0.258217 0.25822 0.25822
0.258323 0.258327 0.258327
0.25843 0.258433 0.258433
0.258537 0.25854 0.25854
0.258643 0.258647 0.258647
0.25875 0.258753 0.258753
0.258857 0.25886 0.25886
0.258963 0.258967 0.258967
0.25907 0.259073 0.259073
0.259177 0.25918 0.25918
0.259283 0.259287 0.259287
0.25939 0.259394 0.259394
0.259497 0.2595 0.2595
0.259604 0.259607 0.259607
0.25971 0.259714 0.259714
0.259817 0.259821 0.259821
0.259924 0.259927 0.259927
0.260031 0.260034 0.260034
0.260137 0.260141 0.260141
0.260244 0.260248 0.260248
0.260351 0.260354 0.260354
0.260458 0.260461 0.260461
0.260564 0.260568 0.260568
0.260671 0.260675 0.260675
0.260778 0.260782 0.260782
0.260885 0.260888 0.260888
0.260992 0.260995 0.260995
0.261098 0.261102 0.261102
0.261205 0.261209 0.261209
0.261312 0.261316 0.261316
0.261419 0.261422 0.261422
0.261526 0.261529 0.261529
0.261633 0.261636 0.261636
0.261739 0.261743 0.261743
0.261846 0.26185 0.26185
0.261953 0.261957 0.261957
0.26206 0.262064 0.262064
0.262167 0.26217 0.26217
0.262274 0.262277 0.262277
0.262381 0.262384 0.262384
0.262488 0.262491 0.262491
0.262594 0.262598 0.262598
0.262701 0.262705 0.262705
0.262808 0.262812 0.262812
0.262915 0.262919 0.262919
0.263022 0.263026 0.263026
0.263129 0.263133 0.263133
0.263236 0.263239 0.263239
0.263343 0.263346 0.263346
0.26345 0.263453 0.263453
0.263557 0.26356 0.26356
0.263664 0.263667 0.263667
0.263771 0.263774 0.263774
0.263878 0.263881 0.263881
0.263985 0.263988 0.263988
0.264091 0.264095 0.264095
0.264198 0.264202 0.264202
0.264305 0.264309 0.264309
0.264412 0.264416 0.264416
0.264519 0.264523 0.264523
0.264626 0.26463 0.26463
0.264733 0.264737 0.264737
0.26484 0.264844 0.264844
0.264947 0.264951 0.264951
0.265054 0.265058 0.265058
0.265161 0.265165 0.265165
0.265269 0.265272 0.265272
0.265376 0.265379 0.265379
0.265483 0.265486 0.265486
0.26559 0.265593 0.265593
0.265697 0.2657 0.2657
0.265804 0.265807 0.265807
0.265911 0.265914 0.265914
0.266018 0.266022 0.266022
0.266125 0.266129 0.266129
0.266232 0.266236 0.266236
0.266339 0.266343 0.266343
0.266446 0.26645 0.26645
0.266553 0.266557 0.266557
0.26666 0.266664 0.266664
0.266768 0.266771 0.266771
0.266875 0.266878 0.266878
0.266982 0.266985 0.266985
0.267089 0.267093 0.267093
0.267196 0.2672 0.2672
0.267303 0.267307 0.267307
0.26741 0.267414 0.267414
0.267517 0.267521 0.267521
0.267625 0.267628 0.267628
0.267732 0.267736 0.267736
0.267839 0.267843 0.267843
0.267946 0.26795 0.26795
0.268053 0.268057 0.268057
0.26816 0.268164 0.268164
0.268268 0.268271 0.268271
0.268375 0.268379 0.268379
0.268482 0.268486 0.268486
0.268589 0.268593 0.268593
0.268697 0.2687 0.2687
0.268804 0.268807 0.268807
0.268911 0.268915 0.268915
0.269018 0.269022 0.269022
0.269125 0.269129 0.269129
0.269233 0.269236 0.269236
0.26934 0.269344 0.269344
0.269447 0.269451 0.269451
0.269554 0.269558 0.269558
0.269662 0.269665 0.269665
0.269769 0.269773 0.269773
0.269876 0.26988 0.26988
0.269984 0.269987 0.269987
0.270091 0.270095 0.270095
0.270198 0.270202 0.270202
0.270305 0.270309 0.270309
0.270413 0.270417 0.270417
0.27052 0.270524 0.270524
0.270627 0.270631 0.270631
0.270735 0.270738 0.270738
0.270842 0.270846 0.270846
0.270949 0.270953 0.270953
0.271057 0.27106 0.27106
0.271164 0.271168 0.271168
0.271271 0.271275 0.271275
0.271379 0.271383 0.271383
0.271486 0.27149 0.27149
0.271593 0.271597 0.271597
0.271701 0.271705 0.271705
0.271808 0.271812 0.271812
0.271916 0.271919 0.271919
0.272023 0.272027 0.272027
0.27213 0.272134 0.272134
0.272238 0.272242 0.272242
0.272345 0.272349 0.272349
0.272453 0.272456 0.272456
0.27256 0.272564 0.272564
0.272668 0.272671 0.272671
0.272775 0.272779 0.272779
0.272882 0.272886 0.272886
0.27299 0.272994 0.272994
0.273097 0.273101 0.273101
0.273205 0.273209 0.273209
0.273312 0.273316 0.273316
0.27342 0.273424 0.273424
0.273527 0.273531 0.273531
0.273635 0.273639 0.273639
0.273742 0.273746 0.273746
0.27385 0.273853 0.273853
0.273957 0.273961 0.273961
0.274065 0.274069 0.274069
0.274172 0.274176 0.274176
0.27428 0.274284 0.274284
0.274387 0.274391 0.274391
0.274495 0.274499 0.274499
0.274602 0.274606 0.274606
0.27471 0.274714 0.274714
0.274817 0.274821 0.274821
0.274925 0.274929 0.274929
0.275032 0.275036 0.275036
0.27514 0.275144 0.275144
0.275248 0.275251 0.275251
0.275355 0.275359 0.275359
0.275463 0.275467 0.275467
0.27557 0.275574 0.275574
0.275678 0.275682 0.275682
0.275785 0.275789 0.275789
0.275893 0.275897 0.275897
0.276001 0.276005 0.276005
0.276108 0.276112 0.276112
0.276216 0.27622 0.27622
0.276324 0.276328 0.276328
0.276431 0.276435 0.276435
0.276539 0.276543 0.276543
0.276647 0.27665 0.27665
0.276754 0.276758 0.276758
0.276862 0.276866 0.276866
0.276969 0.276973 0.276973
0.277077 0.277081 0.277081
0.277185 0.277189 0.277189
0.277293 0.277297 0.277297
0.2774 0.277404 0.277404
0.277508 0.277512 0.277512
0.277616 0.27762 0.27762
0.277723 0.277727 0.277727
0.277831 0.277835 0.277835
0.277939 0.277943 0.277943
0.278046 0.27805 0.27805
0.278154 0.278158 0.278158
0.278262 0.278266 0.278266
0.27837 0.278374 0.278374
0.278477 0.278481 0.278481
0.278585 0.278589 0.278589
0.278693 0.278697 0.278697
0.278801 0.278805 0.278805
0.278908 0.278913 0.278913
0.279016 0.27902 0.27902
0.279124 0.279128 0.279128
0.279232 0.279236 0.279236
0.27934 0.279344 0.279344
0.279447 0.279451 0.279451
0.279555 0.279559 0.279559
0.279663 0.279667 0.279667
0.279771 0.279775 0.279775
0.279879 0.279883 0.279883
0.279987 0.279991 0.279991
0.280094 0.280098 0.280098
0.280202 0.280206 0.280206
0.28031 0.280314 0.280314
0.280418 0.280422 0.280422
0.280526 0.28053 0.28053
0.280634 0.280638 0.280638
0.280742 0.280746 0.280746
0.280849 0.280854 0.280854
0.280957 0.280961 0.280961
0.281065 0.281069 0.281069
0.281173 0.281177 0.281177
0.281281 0.281285 0.281285
0.281389 0.281393 0.281393
0.281497 0.281501 0.281501
0.281605 0.281609 0.281609
0.281713 0.281717 0.281717
0.281821 0.281825 0.281825
0.281929 0.281933 0.281933
0.282037 0.282041 0.282041
0.282144 0.282149 0.282149
0.282252 0.282257 0.282257
0.28236 0.282365 0.282365
0.282468 0.282473 0.282473
0.282576 0.282581 0.282581
0.282684 0.282688 0.282688
0.282792 0.282796 0.282796
0.2829 0.282904 0.282904
0.283008 0.283012 0.283012
0.283116 0.283121 0.283121
0.283224 0.283229 0.283229
0.283332 0.283337 0.283337
0.28344 0.283445 0.283445
0.283548 0.283553 0.283553
0.283656 0.283661 0.283661
0.283765 0.283769 0.283769
0.283873 0.283877 0.283877
0.283981 0.283985 0.283985
0.284089 0.284093 0.284093
0.284197 0.284201 0.284201
0.284305 0.284309 0.284309
0.284413 0.284417 0.284417
0.284521 0.284525 0.284525
0.284629 0.284633 0.284633
0.284737 0.284741 0.284741
0.284845 0.28485 0.28485
0.284953 0.284958 0.284958
0.285062 0.285066 0.285066
0.28517 0.285174 0.285174
0.285278 0.285282 0.285282
0.285386 0.28539 0.28539
0.285494 0.285498 0.285498
0.285602 0.285606 0.285606
0.28571 0.285715 0.285715
0.285819 0.285823 0.285823
0.285927 0.285931 0.285931
0.286035 0.286039 0.286039
0.286143 0.286147 0.286147
0.286251 0.286256 0.286256
0.286359 0.286364 0.286364
0.286468 0.286472 0.286472
0.286576 0.28658 0.28658
0.286684 0.286688 0.286688
0.286792 0.286797 0.286797
0.286901 0.286905 0.286905
0.287009 0.287013 0.287013
0.287117 0.287121 0.287121
0.287225 0.28723 0.28723
0.287334 0.287338 0.287338
0.287442 0.287446 0.287446
0.28755 0.287554 0.287554
0.287658 0.287663 0.287663
0.287767 0.287771 0.287771
0.287875 0.287879 0.287879
0.287983 0.287987 0.287987
0.288091 0.288096 0.288096
0.2882 0.288204 0.288204
0.288308 0.288312 0.288312
0.288416 0.288421 0.288421
0.288525 0.288529 0.288529
0.288633 0.288637 0.288637
0.288741 0.288746 0.288746
0.28885 0.288854 0.288854
0.288958 0.288962 0.288962
0.289066 0.289071 0.289071
0.289175 0.289179 0.289179
0.289283 0.289287 0.289287
0.289391 0.289396 0.289396
0.2895 0.289504 0.289504
0.289608 0.289613 0.289613
0.289717 0.289721 0.289721
0.289825 0.289829 0.289829
0.289933 0.289938 0.289938
0.290042 0.290046 0.290046
0.29015 0.290155 0.290155
0.290259 0.290263 0.290263
0.290367 0.290371 0.290371
0.290475 0.29048 0.29048
0.290584 0.290588 0.290588
0.290692 0.290697 0.290697
0.290801 0.290805 0.290805
0.290909 0.290914 0.290914
0.291018 0.291022 0.291022
0.291126 0.291131 0.291131
0.291235 0.291239 0.291239
0.291343 0.291348 0.291348
0.291452 0.291456 0.291456
0.29156 0.291565 0.291565
0.291669 0.291673 0.291673
0.291777 0.291782 0.291782
0.291886 0.29189 0.29189
0.291994 0.291999 0.291999
0.292103 0.292107 0.292107
0.292211 0.292216 0.292216
0.29232 0.292324 0.292324
0.292428 0.292433 0.292433
0.292537 0.292541 0.292541
0.292645 0.29265 0.29265
0.292754 0.292758 0.292758
0.292863 0.292867 0.292867
0.292971 0.292976 0.292976
0.29308 0.293084 0.293084
0.293188 0.293193 0.293193
0.293297 0.293301 0.293301
0.293406 0.29341 0.29341
0.293514 0.293519 0.293519
0.293623 0.293627 0.293627
0.293731 0.293736 0.293736
0.29384 0.293844 0.293844
0.293949 0.293953 0.293953
0.294057 0.294062 0.294062
0.294166 0.29417 0.29417
0.294275 0.294279 0.294279
0.294383 0.294388 0.294388
0.294492 0.294496 0.294496
0.294601 0.294605 0.294605
0.294709 0.294714 0.294714
0.294818 0.294822 0.294822
0.294927 0.294931 0.294931
0.295035 0.29504 0.29504
0.295144 0.295149 0.295149
0.295253 0.295257 0.295257
0.295361 0.295366 0.295366
0.29547 0.295475 0.295475
0.295579 0.295583 0.295583
0.295688 0.295692 0.295692
0.295796 0.295801 0.295801
0.295905 0.29591 0.29591
0.296014 0.296018 0.296018
0.296123 0.296127 0.296127
0.296231 0.296236 0.296236
0.29634 0.296345 0.296345
0.296449 0.296454 0.296454
0.296558 0.296562 0.296562
0.296667 0.296671 0.296671
0.296775 0.29678 0.29678
0.296884 0.296889 0.296889
0.296993 0.296998 0.296998
0.297102 0.297106 0.297106
0.297211 0.297215 0.297215
0.297319 0.297324 0.297324
0.297428 0.297433 0.297433
0.297537 0.297542 0.297542
0.297646 0.297651 0.297651
0.297755 0.297759 0.297759
0.297864 0.297868 0.297868
0.297973 0.297977 0.297977
0.298081 0.298086 0.298086
0.29819 0.298195 0.298195
0.298299 0.298304 0.298304
0.298408 0.298413 0.298413
0.298517 0.298522 0.298522
0.298626 0.298631 0.298631
0.298735 0.29874 0.29874
0.298844 0.298848 0.298848
0.298953 0.298957 0.298957
0.299062 0.299066 0.299066
0.299171 0.299175 0.299175
